../dataset/BlUR/iter9_image/train/blurry/5.jpg,1	10.858346344002081,216.54189869025936,144.74130766227933,-7488636.5,0.7952727903547576,239.8136351808483,10941548.0,950243386.4348948,7000382.0,0.0719151493959509,427.0,1080.0
../dataset/BlUR/iter9_image/train/blurry/8.jpg,1	9.886066666666666,2421.5356785080685,178.9246262237026,-11153786.0,0.1513511111111111,233.70908,14521788.0,2587418779.8796673,9106870.0,0.11476201306907408,900.0,750.0
../dataset/BlUR/iter9_image/train/blurry/AA18D1U0.jpg,1	38.930817610062896,17552.776461712983,155.87254715840942,-74514.6640625,181.57121716611172,55.66259711431743,456344.0,41537627.210753486,324256.0,0.38278373969170476,53.0,153.0
../dataset/BlUR/iter9_image/train/blurry/AA18GLTS.jpg,1	8.008328125,79.28361477514652,144.75094357693487,-11964863.0,94.392965625,108.84965,82323146.0,4508499848.441986,39334214.0,0.231287304315682,800.0,1200.0
../dataset/BlUR/iter9_image/train/blurry/AA18LR3H.jpg,1	14.8982421875,317.53629919687904,139.02415307550686,-711251.9375,31.205546875,216.903515625,6734048.0,110517437.25916667,3497614.0,0.33445303424594586,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA18Yjgi.jpg,1	10.160071174377224,465.54970807076904,147.8070295355336,-1325021.0,27.231494661921708,158.9938149466192,7663603.0,521266228.45958006,3275027.0,0.22166989569600493,281.0,500.0
../dataset/BlUR/iter9_image/train/blurry/AA19DEgR.jpg,1	6.817656520626818,205.81002922919012,169.17656827291145,-61339796.0,8.74986824491775,246.1007151205171,32488159.0,4625257654.600819,20683927.0,0.06856846292369467,819.0,3737.0
../dataset/BlUR/iter9_image/train/blurry/AA19XRLQ.jpg,1	12.4185,171.1325598888889,124.90721778117606,-247163.5,72.0472,87.7072,2046799.0,63308367.1957,959771.0,0.3192774353544041,200.0,150.0
../dataset/BlUR/iter9_image/train/blurry/AA1a5pkj.jpg,1	7.31202380952381,393.6649849449833,156.52807915341452,-5235293.0,118.61719312169312,50.505378306878306,12755989.0,150927958.59733066,5551729.0,0.12697255278766528,420.0,900.0
../dataset/BlUR/iter9_image/train/blurry/AA1amAu6.jpg,1	20.5328125,1379.9259374450685,153.84669611222984,-656666.25,32.913645833333334,168.47579427083335,4827848.0,389499849.14936197,2536556.0,0.3576408588231751,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1amAul.jpg,1	28.5447265625,1187.1903615207248,153.18434467707232,-690012.375,104.79346354166667,118.75247395833334,8714906.0,112510288.199987,4530248.0,0.3902009025760417,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1amHqN.jpg,1	11.3322265625,710.8266361870659,147.4546744698538,-813784.4375,69.31532552083333,61.54346354166667,3113576.0,175816444.28,1853040.0,0.18717373153371153,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1amPhB.jpg,1	26.608984375,2509.113262518819,159.66029886063592,-714894.25,76.39938802083333,195.01829427083334,4737836.0,113050401.54666667,2899236.0,0.3657746561832199,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1amW1P.jpg,1	23.036328125,1065.654062141249,153.21774358259344,-683897.5,62.125911458333334,197.98828125,5386521.0,301488630.8249479,3454749.0,0.3106765019723373,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1anHuP.jpg,1	42.9150390625,4742.644369748264,166.97519474041408,-680185.375,75.908359375,201.14434895833332,7617655.0,309426394.9109245,4504397.0,0.5011570600532015,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1aNJ8d.jpg,1	10.1634765625,768.9030954427084,148.24019003032427,-813896.375,20.198138020833333,225.29798177083333,2076155.0,45889812.42436198,1144809.0,0.1774016503952276,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1anUtD.jpg,1	30.3443359375,2235.64117694753,159.78775004134178,-656843.125,69.77783854166667,171.2282421875,6810690.0,434388188.91869795,4278170.0,0.43389019949193997,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1anYqh.jpg,1	34.3552734375,2622.8061267333983,161.6959775314294,-712832.75,49.394947916666666,210.56787760416665,5654111.0,194383313.97494793,3555599.0,0.4129035563418405,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1ao4R5.jpg,1	36.7525390625,1313.9429084954154,153.4539078894032,-712851.6875,128.89591145833333,210.52627604166668,8288529.0,77453673.7076953,5114689.0,0.5033725092888381,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1aqK45.jpg,1	44.7212890625,2408.833786621093,160.58912951277534,-652433.875,78.0491015625,156.82373697916665,8106359.0,367545489.77811193,5127733.0,0.5473626144527304,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1aYioB.jpg,1	34.710546875,1054.7219958333333,152.4188738733386,-665108.75,76.6350390625,186.572265625,8025804.0,253745428.7311979,5288196.0,0.5370295202311429,240.0,320.0
../dataset/BlUR/iter9_image/train/blurry/AA1bHNMI.jpg,1	15.232793522267206,391.9279831391626,140.3333898136773,-729709.4375,57.69581381810484,74.0198459950782,4688317.0,330846973.3742558,2857191.0,0.22798235331591887,234.0,323.0
